,counterpress,location,match_id,out,pass_aerial_won,pass_angle,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outswinging,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,player,position,under_pressure,xA
318,,"[34.7, 77.0]",3878546,,True,-2.3114483,,,,,"[25.1, 66.5]",,Low Pass,,14.227087,,,,,,,,Recovery,Christian Maggio,Right Back,True,1.563621e-05
319,,"[25.1, 66.5]",3878546,,,0.019228399,Left Foot,,,,"[56.3, 67.1]",,High Pass,,31.205769,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,5.0814688e-06
322,,"[32.8, 65.0]",3878546,,,0.16126671,Head,,,,"[53.7, 68.4]",,High Pass,,21.17475,,,,,,,,Recovery,Raúl Albiol i Tortajada,Right Center Back,,6.529126e-06
327,,"[10.3, 25.8]",3878546,,,0.31867364,Right Foot,,,,"[59.1, 41.9]",,High Pass,,51.387257,,,,,,,,,Elseid Hysaj,Left Back,,1.363945e-06
329,,"[55.7, 72.3]",3878546,,,0.11710875,Right Foot,,,,"[59.1, 72.7]",,Low Pass,,3.4234486,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,1.4437006e-06
331,,"[64.4, 36.5]",3878546,,,-1.1137276,Right Foot,,,,"[70.4, 24.3]",,Ground Pass,,13.595588,,,,,,,,,Marek Hamšík,Left Center Midfield,,7.804194e-05
332,,"[77.9, 20.1]",3878546,,,0.21360274,Right Foot,,,,"[105.1, 26.0]",,High Pass,,27.832535,,,,,,,,,Dries Mertens,Left Center Forward,True,4.0394694e-05
334,,"[88.0, 14.1]",3878546,,,-1.1129626,Left Foot,,,,"[91.4, 7.2]",,Ground Pass,,7.692204,,,,,,,,Recovery,Dries Mertens,Left Center Forward,,1.2204681e-06
335,,"[90.3, 9.4]",3878546,,,2.2352917,Left Foot,,,,"[85.6, 15.4]",,Ground Pass,,7.62168,,,,,,,,,Elseid Hysaj,Left Back,,2.6109694e-06
336,,"[85.6, 15.4]",3878546,,,-0.42544964,Right Foot,,,,"[98.4, 9.6]",,Ground Pass,,14.052757,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,0.0016483063
340,,"[8.4, 40.8]",3878546,,,-0.36254424,Keeper Arm,,,,"[28.7, 33.1]",,Ground Pass,,21.711287,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,5.6607405e-06
341,,"[30.4, 33.3]",3878546,,,-0.69748974,Right Foot,,,,"[62.5, 6.4]",,High Pass,,41.881023,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,2.349861e-06
342,,"[50.9, 7.7]",3878546,,,2.794531,Right Foot,,,,"[41.5, 11.1]",,Ground Pass,,9.995999,,,,,,,,,Dries Mertens,Left Center Forward,,1.590133e-06
343,,"[41.5, 11.1]",3878546,,,1.9778541,Right Foot,,,,"[34.3, 27.8]",,Ground Pass,,18.185984,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.068043e-06
344,,"[33.8, 29.0]",3878546,,,1.3546026,Right Foot,,,,"[43.2, 71.8]",,High Pass,,43.820087,,,,,True,,,,Vlad Iulian Chiricheș,Left Center Back,,6.833503e-06
345,,"[46.0, 71.2]",3878546,,,-0.10438115,Right Foot,,,,"[67.0, 69.0]",,Ground Pass,,21.114923,,,,,,,,,Christian Maggio,Right Back,,2.9380192e-06
346,,"[66.6, 67.1]",3878546,,,-0.823218,Right Foot,,,,"[75.5, 57.5]",,Ground Pass,,13.090837,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,True,3.6796202e-05
348,,"[51.2, 39.7]",3878546,,,0.48447794,Right Foot,,,,"[56.9, 42.7]",,Ground Pass,,6.441273,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,1.4585107e-06
349,,"[56.9, 42.7]",3878546,,,-1.2137663,Right Foot,,,,"[61.6, 30.1]",,Ground Pass,,13.448049,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,4.563591e-05
350,,"[62.7, 25.8]",3878546,,,-1.0133075,Right Foot,,,,"[72.8, 9.6]",,Ground Pass,,19.090574,,,,,,,,,Dries Mertens,Left Center Forward,,2.436813e-06
351,,"[77.3, 5.9]",3878546,,,3.0172377,Right Foot,,,,"[56.5, 8.5]",,Ground Pass,,20.96187,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,True,1.1467819e-06
352,,"[56.5, 8.9]",3878546,,,1.5075008,Right Foot,,,,"[57.4, 23.1]",,Ground Pass,,14.228493,,,,,,,,,Elseid Hysaj,Left Back,,5.895917e-05
353,,"[57.4, 23.1]",3878546,,,0.029188788,Right Foot,,,,"[71.1, 23.5]",,Ground Pass,,13.705838,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,6.969456e-05
354,,"[71.1, 23.7]",3878546,,,3.0981417,Left Foot,,,,"[61.9, 24.1]",,Ground Pass,,9.208692,,,,,,,,,Marek Hamšík,Left Center Midfield,,7.654848e-06
355,,"[64.2, 24.8]",3878546,,,-0.6150535,Right Foot,,,,"[84.3, 10.6]",,Low Pass,,24.609957,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,True,1.1625898e-05
356,,"[84.3, 10.6]",3878546,,,-2.283857,Right Foot,,,,"[77.9, 3.2]",,High Pass,,9.78366,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,2.0064e-06
357,,"[72.3, 4.9]",3878546,,,2.392723,Right Foot,,,,"[56.7, 19.4]",,Ground Pass,,21.298122,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,True,1.0757619e-06
358,,"[56.5, 20.3]",3878546,,,1.2103746,Right Foot,,,,"[64.0, 40.2]",,Ground Pass,,21.266405,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,3.4392338e-06
359,,"[65.9, 41.2]",3878546,,,2.802729,Right Foot,,,,"[53.7, 45.5]",,Ground Pass,,12.93561,,,,,,,,,David López Silva,Right Center Midfield,True,9.190542e-05
360,,"[50.9, 37.0]",3878546,,,-0.91125995,Left Foot,,,,"[72.3, 9.4]",,High Pass,,34.924488,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,True,8.168473e-06
362,,"[57.2, 5.7]",3878546,,,0.5743048,Head,,,,"[69.1, 13.4]",,Low Pass,,14.17392,,,,,,,,Recovery,Elseid Hysaj,Left Back,,2.8819635e-05
363,,"[70.0, 14.9]",3878546,,,2.6901395,Right Foot,,,,"[63.4, 18.1]",,Ground Pass,,7.3348484,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,True,1.7893747e-06
364,,"[62.7, 15.8]",3878546,,,-0.43662715,Right Foot,,,,"[73.2, 10.9]",,Low Pass,,11.587062,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,True,1.1381333e-06
365,,"[71.9, 10.0]",3878546,,,2.3700824,Right Foot,,,,"[64.6, 17.1]",,Ground Pass,,10.18332,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.4670175e-06
366,,"[65.5, 18.3]",3878546,,,1.1092674,Right Foot,,,,"[74.9, 37.2]",,Ground Pass,,21.108528,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,6.184422e-07
367,,"[77.5, 40.6]",3878546,,,1.205049,Left Foot,,,,"[86.5, 64.1]",,Ground Pass,,25.16446,,,,,,,,,David López Silva,Right Center Midfield,True,7.546861e-05
368,,"[89.7, 64.1]",3878546,,,-0.2222553,Right Foot,,,,"[107.4, 60.1]",,Ground Pass,,18.146349,,,,,,,,,Christian Maggio,Right Back,,0.0009941775
369,,"[107.8, 60.1]",3878546,,,-1.706645,Right Foot,True,,,"[105.9, 46.2]",,Ground Pass,,14.029255,,,,,,,,,David López Silva,Right Center Midfield,,0.0023580291
384,,"[7.0, 36.1]",3878546,,,0.5683169,Right Foot,,,,"[64.0, 72.5]",,High Pass,,67.63106,,,,,,,,Goal Kick,José Manuel Reina Páez,Goalkeeper,,1.0133654e-05
389,,"[38.1, 66.9]",3878546,,,1.0427219,Right Foot,,,,"[43.7, 76.5]",,Ground Pass,,11.1139555,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,True,1.3335723e-06
390,,"[43.7, 76.5]",3878546,,,-0.33394507,Right Foot,,,,"[48.6, 74.8]",,Ground Pass,,5.186521,,,,,,,,,David López Silva,Right Center Midfield,,1.1400865e-06
391,,"[62.1, 80.0]",3878546,,,-1.2436982,,,,,"[65.9, 68.8]",,High Pass,,11.827087,,,,,,,,Throw-in,Christian Maggio,Right Back,,1.5381205e-06
393,,"[44.3, 72.9]",3878546,,,0.06915362,Right Foot,,,,"[90.5, 76.1]",,High Pass,,46.310688,,,,,,,,Recovery,Raúl Albiol i Tortajada,Right Center Back,True,1.7722728e-06
395,,"[78.8, 79.7]",3878546,,True,-0.606481,,,,,"[89.9, 72.0]",,High Pass,,13.509256,,,,,,,,Recovery,David López Silva,Right Center Midfield,True,1.6172213e-05
397,,"[65.3, 47.0]",3878546,,,-1.8261284,Right Foot,,,,"[58.2, 19.8]",,Ground Pass,,28.111385,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,2.2624808e-06
398,,"[63.1, 13.6]",3878546,,,1.5273454,Left Foot,,,,"[63.8, 29.7]",,Ground Pass,,16.11521,,,,,,,,,Elseid Hysaj,Left Back,,2.0080197e-06
399,,"[65.7, 30.3]",3878546,,,-0.04290295,Right Foot,,,,"[105.3, 28.6]",,High Pass,,39.636475,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,4.046201e-05
400,,"[91.4, 12.8]",3878546,,,-0.9048271,Left Foot,,,,"[98.0, 4.4]",,Ground Pass,,10.682696,,,,,,,,,Marek Hamšík,Left Center Midfield,,2.594043e-05
401,,"[108.9, 4.2]",3878546,,,1.2946993,Left Foot,,,,"[110.6, 10.2]",,Low Pass,,6.2361846,,,,,,,,,Elseid Hysaj,Left Back,,3.1967567e-05
402,,"[111.1, 0.1]",3878546,,,1.0859505,,,,,"[117.0, 11.3]",,Low Pass,,12.658989,,,,,,,,Throw-in,Elseid Hysaj,Left Back,,2.7687838e-05
403,,"[116.0, 13.2]",3878546,,,-2.1692152,Right Foot,,,,"[111.5, 6.6]",,Low Pass,,7.9881163,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,True,1.588397e-05
404,,"[110.8, 7.7]",3878546,,,2.7098067,Right Foot,,,,"[100.6, 12.4]",,High Pass,,11.230762,,,,,,,,,Elseid Hysaj,Left Back,True,4.7318004e-05
405,,"[101.6, 9.2]",3878546,,,2.220667,Right Foot,,,,"[99.7, 11.7]",,Ground Pass,,3.1400638,,,,,,,,,Marek Hamšík,Left Center Midfield,True,0.00029052183
408,,"[70.2, 48.9]",3878546,,,-2.1664157,Head,,,,"[55.9, 27.8]",,High Pass,,25.489214,,,,,,,,Recovery,Christian Maggio,Right Back,,1.338258e-05
409,,"[58.4, 27.8]",3878546,,,0.066568166,Left Foot,,,,"[86.9, 29.7]",,High Pass,,28.563263,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,9.294994e-06
410,,"[68.7, 3.6]",3878546,,,0.11404049,Right Foot,,,,"[91.4, 6.2]",,Ground Pass,,22.848413,,,,,,,,,Elseid Hysaj,Left Back,,8.995876e-07
411,,"[98.2, 11.7]",3878546,,,1.1955255,Right Foot,,,,"[100.8, 18.3]",,Ground Pass,,7.093659,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,1.193268e-05
412,,"[90.9, 31.4]",3878546,,,1.8925469,Right Foot,,,,"[86.2, 45.5]",,Ground Pass,,14.862705,,,,,,,,,Marek Hamšík,Left Center Midfield,,0.00020254056
413,,"[90.5, 48.5]",3878546,,,0.9872022,Right Foot,,,,"[111.3, 80.0]",,Low Pass,,37.747715,,,,,,,,,David López Silva,Right Center Midfield,,7.7193865e-05
414,,"[111.3, 80.0]",3878546,,,-1.3416492,Right Foot,,,,"[120.0, 42.7]",,High Pass,,38.301174,,,,,,,,,Christian Maggio,Right Back,,0.00018662536
417,,"[40.9, 19.4]",3878546,,,-1.4590193,Right Foot,,,,"[42.0, 9.6]",,Ground Pass,,9.861542,,,,,,,,Recovery,Elseid Hysaj,Left Back,,1.1216621e-06
425,,"[6.7, 40.8]",3878546,,,-0.67781013,Keeper Arm,,,,"[50.3, 5.7]",,Ground Pass,,55.97294,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,1.1406452e-05
426,,"[63.8, 0.1]",3878546,,,0.81301546,,,,,"[72.6, 9.4]",,Low Pass,,12.803515,,,,,,,,Throw-in,Elseid Hysaj,Left Back,,4.5994866e-06
427,,"[76.2, 7.9]",3878546,,,1.1393956,Right Foot,,,,"[82.0, 20.5]",,Ground Pass,,13.870832,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,True,5.3012077e-06
428,,"[82.8, 21.3]",3878546,,,1.3526065,No Touch,,,,"[87.7, 43.4]",,Ground Pass,,22.636696,,True,,,,,,,Dries Mertens,Left Center Forward,,8.04621e-05
429,,"[88.0, 43.6]",3878546,,,-2.98083,Right Foot,,,,"[73.2, 41.2]",,Ground Pass,,14.993332,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,,6.899859e-06
430,,"[73.6, 43.2]",3878546,,,1.0439917,Right Foot,,,,"[85.0, 62.8]",,Ground Pass,,22.674215,,,,,,,,,David López Silva,Right Center Midfield,,8.151796e-06
431,,"[87.1, 61.8]",3878546,,,-1.2688452,Right Foot,,,,"[94.7, 37.4]",,Ground Pass,,25.556213,,,,True,,,,,Christian Maggio,Right Back,,0.00018818604
443,,"[35.8, 8.3]",3878546,,,-0.456072,Right Foot,,,,"[41.1, 5.7]",,Ground Pass,,5.903389,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,7.1244733e-07
444,,"[41.8, 5.7]",3878546,,,2.5036316,Left Foot,,,,"[36.0, 10.0]",,Ground Pass,,7.220111,,,,,,,,,Elseid Hysaj,Left Back,,2.1741123e-06
445,,"[36.0, 10.0]",3878546,,,-0.65342635,Right Foot,,,,"[42.4, 5.1]",,Ground Pass,,8.060397,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,1.0006141e-06
446,,"[43.0, 7.2]",3878546,,,2.326963,Left Foot,,,,"[34.7, 16.0]",,Ground Pass,,12.096694,,,,,,,,Free Kick,Elseid Hysaj,Left Back,,1.2167853e-05
447,,"[34.7, 16.0]",3878546,,,1.6027004,Right Foot,,,,"[33.8, 44.2]",,Ground Pass,,28.214357,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,4.397681e-06
451,,"[40.7, 56.5]",3878546,,,-1.3220863,Right Foot,,,,"[42.3, 50.2]",,Ground Pass,,6.5,,,,,,,,,Christian Maggio,Right Back,,1.3244404e-06
456,,"[12.4, 28.8]",3878546,,,0.6398823,Left Foot,,,,"[39.0, 48.6]",,Ground Pass,,33.160217,,,,,,,,Free Kick,José Manuel Reina Páez,Goalkeeper,,9.808772e-06
457,,"[45.5, 49.1]",3878546,,,-0.6435011,Right Foot,,,,"[69.1, 31.4]",,Low Pass,,29.5,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,1.3655056e-06
458,,"[39.9, 35.6]",3878546,,,1.3796118,Right Foot,,,,"[42.3, 48.0]",,Ground Pass,,12.630123,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,3.2167507e-05
459,,"[50.3, 47.3]",3878546,,,-1.5707964,Right Foot,,,,"[50.3, 24.9]",,Ground Pass,,22.4,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,9.739623e-07
460,,"[50.3, 24.9]",3878546,,,0.77993375,Right Foot,,,,"[59.5, 34.0]",,Ground Pass,,12.940248,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,2.723383e-06
461,,"[59.5, 34.0]",3878546,,,-1.2171417,Right Foot,,,,"[69.8, 6.1]",,Low Pass,,29.740545,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,8.837148e-06
462,,"[71.7, 6.1]",3878546,,,0.12885027,Left Foot,,,,"[101.8, 10.0]",,Ground Pass,,30.351606,,,,,,,,,Elseid Hysaj,Left Back,,3.2423195e-05
463,,"[120.0, 0.1]",3878546,,,1.7915486,Right Foot,,,,"[114.3, 25.5]",,Low Pass,True,26.031712,,,,,,Inswinging,,Corner,Mirko Valdifiori,Center Defensive Midfield,,0.00015438223
465,,"[73.3, 25.7]",3878546,,,-0.68805057,Right Foot,,,,"[101.4, 2.6]",,High Pass,,36.37609,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,3.61976e-05
466,,"[100.5, 3.1]",3878546,,,3.051559,Left Foot,,,,"[86.1, 4.4]",,Ground Pass,,14.458562,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,True,5.7443172e-05
467,,"[86.1, 4.4]",3878546,,,0.6910842,Left Foot,,,,"[94.2, 11.1]",,Ground Pass,,10.511898,,,,,,,,,Marek Hamšík,Left Center Midfield,,6.1327064e-06
468,,"[94.2, 11.1]",3878546,,,-1.6006383,Left Foot,,,,"[94.0, 4.4]",,Ground Pass,,6.7029843,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,1.063866e-06
469,,"[94.0, 4.4]",3878546,,,1.5707964,Left Foot,,,,"[94.0, 11.8]",,Ground Pass,,7.4,,,,,,,,,Marek Hamšík,Left Center Midfield,,6.797968e-06
470,,"[95.5, 11.8]",3878546,,,1.1258382,Right Foot,True,,,"[105.8, 33.4]",,High Pass,,23.930107,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,0.00045235056
471,,"[95.7, 19.0]",3878546,,True,-2.6391714,,,,,"[86.6, 14.0]",,Low Pass,,10.38316,,,,,,,,Recovery,Lorenzo Insigne,Center Attacking Midfield,True,2.0735279e-06
472,,"[86.6, 14.0]",3878546,,,-0.88187194,Right Foot,,,,"[92.2, 7.2]",,Low Pass,,8.809086,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,2.369599e-06
473,,"[87.0, 5.2]",3878546,,,1.7285651,Right Foot,,,,"[86.3, 9.6]",,Low Pass,,4.4553337,,,,,,,,,Marek Hamšík,Left Center Midfield,True,2.374689e-06
476,,"[6.0, 44.0]",3878546,,,0.106108844,Right Foot,,,,"[22.9, 45.8]",,Ground Pass,,16.995588,,,,,,,,Goal Kick,José Manuel Reina Páez,Goalkeeper,,2.5044164e-06
477,,"[22.9, 45.8]",3878546,,,-2.741571,Right Foot,,,,"[8.0, 39.5]",,Ground Pass,,16.177145,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,4.893307e-06
478,,"[11.7, 40.6]",3878546,,,0.77902883,Left Foot,,,,"[19.6, 48.4]",,Ground Pass,,11.101802,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,6.0318557e-06
479,,"[21.1, 48.4]",3878546,,,0.7815959,Left Foot,,,,"[47.5, 74.6]",,Low Pass,,37.194084,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,9.723997e-06
480,,"[87.7, 67.6]",3878546,,,-1.4921916,Right Foot,,,,"[90.0, 38.4]",,High Pass,,29.290442,,,,,,,,,Christian Maggio,Right Back,,1.8667461e-06
481,,"[90.0, 38.4]",3878546,,,0.8119406,Head,,,,"[101.0, 50.0]",,High Pass,,15.986244,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,0.0009296165
488,,"[26.8, 11.1]",3878546,,,-0.068216965,Head,,,,"[42.9, 10.0]",,Low Pass,,16.137533,,,,,,,,Recovery,Marek Hamšík,Left Center Midfield,True,1.4710397e-06
489,,"[35.7, 17.7]",3878546,,,2.4227626,Right Foot,,,,"[28.5, 24.0]",,Ground Pass,,9.567131,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,True,2.4734434e-06
490,,"[28.5, 24.0]",3878546,,,0.2754261,Right Foot,,,,"[46.9, 29.2]",,Ground Pass,,19.12067,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,3.607459e-07
491,,"[41.2, 33.6]",3878546,,,1.5707964,Right Foot,,,,"[41.2, 56.3]",,Low Pass,,22.7,,,,,,,,,Dries Mertens,Left Center Forward,,2.070789e-05
492,,"[53.6, 69.8]",3878546,,,-0.82573503,Right Foot,,,,"[64.3, 58.2]",,Ground Pass,,15.781318,,,,,,,,,David López Silva,Right Center Midfield,,6.4823953e-06
493,,"[64.3, 58.2]",3878546,,,0.0,Right Foot,,,,"[73.9, 58.2]",,Ground Pass,,9.6,,,,,,,,,Dries Mertens,Left Center Forward,,8.191462e-06
494,,"[73.0, 55.6]",3878546,,,-1.7728214,Right Foot,,,,"[71.3, 47.3]",,Ground Pass,,8.472308,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,True,8.5661054e-07
495,,"[73.3, 46.0]",3878546,,,-1.5805048,Right Foot,,,,"[73.0, 15.1]",,Low Pass,,30.901457,,,,,,,,,Dries Mertens,Left Center Forward,,2.0632253e-06
496,,"[81.1, 18.5]",3878546,,,0.6156909,Left Foot,,,,"[104.0, 34.7]",,High Pass,,28.050846,,,,,,,,,Marek Hamšík,Left Center Midfield,,3.7467635e-05
497,,"[104.0, 0.1]",3878546,,,2.0273182,,,,,"[95.7, 17.0]",,Low Pass,,18.82817,,,,,,,,Throw-in,Elseid Hysaj,Left Back,,2.0310626e-05
498,,"[95.5, 21.8]",3878546,,,0.8638085,Right Foot,,,,"[108.4, 36.9]",,High Pass,,19.86001,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,True,0.0005013391
499,,"[108.4, 10.7]",3878546,,,-2.7879803,Head,,,,"[93.5, 5.2]",,Low Pass,,15.882695,,,,,,,,Recovery,Marek Hamšík,Left Center Midfield,,3.4949298e-06
505,,"[63.2, 24.2]",3878546,,,-0.20428145,Right Foot,,,,"[88.3, 19.0]",,Low Pass,,25.632986,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,True,6.520769e-06
507,,"[26.3, 41.4]",3878546,,,-1.589662,Right Foot,,,,"[26.1, 30.8]",,Ground Pass,,10.601887,,,,,,,,,Christian Maggio,Right Back,,2.4265235e-06
508,,"[28.1, 30.5]",3878546,,,-0.16839015,Right Foot,,,,"[38.1, 28.8]",,Ground Pass,,10.143471,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,5.3296303e-06
509,,"[49.7, 34.7]",3878546,,,-1.3539227,Right Foot,,,,"[53.6, 17.0]",,Ground Pass,,18.124569,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,3.420661e-06
510,,"[50.3, 17.2]",3878546,,,2.1175852,Left Foot,,,,"[44.7, 26.4]",,Ground Pass,,10.770329,,,,,,,,,Marek Hamšík,Left Center Midfield,,6.563794e-06
511,,"[53.8, 16.1]",3878546,,,-0.40833497,Right Foot,,,,"[78.3, 5.5]",,Ground Pass,,26.694756,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,1.6691729e-06
512,,"[78.3, 5.5]",3878546,,,1.5707964,Left Foot,,,,"[78.3, 9.4]",,Ground Pass,,3.9,,,,,,,,,Elseid Hysaj,Left Back,,2.3311427e-06
513,,"[75.2, 8.5]",3878546,,,3.063439,Right Foot,,,,"[58.6, 9.8]",,Low Pass,,16.650826,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.7731129e-06
514,,"[58.9, 9.8]",3878546,,,0.60228735,Left Foot,,,,"[66.9, 15.3]",,Ground Pass,,9.708244,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,3.2747218e-06
515,,"[67.8, 15.3]",3878546,,,0.45049047,Right Foot,,,,"[83.1, 22.7]",,Ground Pass,,16.995588,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,1.0632422e-06
516,,"[84.2, 22.5]",3878546,,,1.4288993,Right Foot,,,True,"[85.5, 31.6]",,Ground Pass,,9.192389,,,,,,,,,Dries Mertens,Left Center Forward,,2.6209336e-06
517,,"[84.2, 30.5]",3878546,,,-0.28422552,Right Foot,,,,"[93.1, 27.9]",,Low Pass,,9.272001,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,True,1.7686894e-05
520,,"[14.3, 43.2]",3878546,,,-0.89296263,Right Foot,,,,"[33.3, 19.6]",,Ground Pass,,30.297855,,,,,,,,Recovery,José Manuel Reina Páez,Goalkeeper,,1.8225091e-05
521,,"[43.1, 17.9]",3878546,,,-0.7998899,Right Foot,,,,"[56.7, 3.9]",,Ground Pass,,19.518196,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,6.2049667e-06
522,,"[56.0, 8.5]",3878546,,,1.4532307,Left Foot,,,,"[57.5, 21.2]",,Ground Pass,,12.788276,,,,,,,,,Elseid Hysaj,Left Back,,0.00016220086
523,,"[55.1, 17.2]",3878546,,,-0.19102623,Left Foot,,,,"[94.4, 9.6]",,High Pass,,40.028114,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,,4.2995678e-05
524,,"[96.6, 8.1]",3878546,,,0.12345652,Right Foot,,,,"[110.3, 9.8]",,Ground Pass,,13.805072,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,0.00051081
525,,"[105.1, 5.5]",3878546,,,3.0023134,Right Foot,,,,"[94.4, 7.0]",,Ground Pass,,10.804628,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.9869507e-05
526,,"[94.4, 7.0]",3878546,,,1.6972368,Right Foot,,,,"[92.9, 18.8]",,Ground Pass,,11.894957,,,,,,,,,Lorenzo Insigne,Center Attacking Midfield,,1.0189607e-05
530,,"[56.0, 27.0]",3878546,,True,0.20474066,,,,,"[74.3, 30.8]",,High Pass,,18.690372,,,,,,,,Recovery,Raúl Albiol i Tortajada,Right Center Back,True,1.5395836e-06
531,,"[71.7, 28.1]",3878546,,,-1.26229,Head,,,,"[74.6, 19.0]",,High Pass,,9.550916,,,,,,,,,Dries Mertens,Left Center Forward,True,4.984387e-06
532,,"[73.7, 23.8]",3878546,,,-0.95320404,Right Foot,,,,"[81.3, 13.1]",,Ground Pass,,13.124405,,,,,,,,Recovery,Marek Hamšík,Left Center Midfield,,5.8414465e-05
533,,"[84.2, 8.7]",3878546,,,-0.19371234,Right Foot,,,,"[105.1, 4.6]",,Ground Pass,,21.298357,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,,0.0002681618
534,,"[105.1, 4.6]",3878546,,,1.4194208,Left Foot,,,,"[106.0, 10.5]",,Low Pass,,5.9682493,,,,,,,,,Elseid Hysaj,Left Back,,6.719834e-05
543,,"[36.4, 59.6]",3878546,,,-0.4611906,Head,,,,"[52.7, 51.5]",,High Pass,,18.201649,,,,,,,,Recovery,Raúl Albiol i Tortajada,Right Center Back,,1.1772894e-05
545,,"[39.9, 58.9]",3878546,,,-1.4718835,Left Foot,,,,"[42.5, 32.7]",,High Pass,,26.328691,,,,,,,,Recovery,David López Silva,Right Center Midfield,,4.422322e-06
546,,"[42.5, 32.7]",3878546,,,0.7342671,Right Foot,,,,"[80.5, 67.0]",,High Pass,,51.190723,,,,,,,,,Marek Hamšík,Left Center Midfield,,7.86956e-06
547,,"[86.6, 58.9]",3878546,,,-2.3955443,Right Foot,,,,"[80.0, 52.8]",,Ground Pass,,8.987213,,,,,,,,,Gonzalo Gerardo Higuaín,Right Center Forward,True,9.128211e-06
548,,"[81.3, 56.3]",3878546,,,0.58052146,Right Foot,,,,"[99.9, 68.5]",,Ground Pass,,22.2441,,,,,,,,,Mirko Valdifiori,Center Defensive Midfield,True,1.8164881e-05
549,,"[101.0, 68.5]",3878546,,,-0.12576942,Right Foot,,,,"[109.7, 67.4]",,Ground Pass,,8.769264,,,,,,,,,Christian Maggio,Right Back,,0.00014924009
